106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.02273805 -59.60639 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.31 1.48 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 30 2021-01-23T02:47:34 2021-01-23T02:47:54 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.02259 -59.60618 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.31 1.48 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 31 2021-01-23T02:48:37 2021-01-23T02:48:57 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.02294388 -59.60642 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.31 1.48 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 32 2021-01-23T02:49:39 2021-01-23T02:49:59 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.02283111 -59.60632 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.31 1.48 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 33 2021-01-23T02:50:42 2021-01-23T02:51:02 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.02259611 -59.60641 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.31 1.48 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 34 2021-01-23T02:51:44 2021-01-23T02:52:04 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.02245388 -59.60635 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.32 1.48 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 35 2021-01-23T02:52:47 2021-01-23T02:53:07 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.01972305 -59.60008 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 330.0 G,R,I,Z em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.33 1.35 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 36 2021-01-23T02:54:18 2021-01-23T03:00:48 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.02034 -59.59994 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.32 1.48 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 37 2021-01-23T02:54:17 2021-01-23T02:54:37 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.01989694 -59.60009 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.32 1.48 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 38 2021-01-23T02:55:19 2021-01-23T02:55:39 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.01976305 -59.60011 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.32 1.48 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 39 2021-01-23T02:56:23 2021-01-23T02:56:43 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.02015111 -59.60026 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.33 1.35 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 40 2021-01-23T02:57:33 2021-01-23T02:57:53 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.01995388 -59.60008 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.33 1.35 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 41 2021-01-23T02:58:49 2021-01-23T02:59:09 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False EM01_054150_020_ML00395_002_C946 EM01_054150_020_ML00395_002_C946 55.01972305 -59.60008 ESO-2.2m GROND 0106.A-9099(A) "RAU, A" SCIENCE IMAGE OBJECT 10.0 J,H,K em01_054150_020_ML00395_002_c946_2021-01-22 -1 1.33 1.35 6 2021-01-23T02:13:36 2021-01-23T03:00:48 2 2021-01-23T02:20:04 2021-01-23T03:00:48 42 2021-01-23T03:00:10 2021-01-23T03:00:30 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False True "" "" 0.0 0.0 ESO-2.2m "" IDLE/NIGHT "night downtime" "" "" "" 0.0 "" Telescope_Idle 0 0.00 0.00 59 2021-01-23T03:00:48 2021-01-23T03:10:07 0 2021-01-23T03:00:48 2021-01-23T03:10:07 0 2021-01-23T03:00:48 2021-01-23T03:10:07 0.155 0.000 0.000 0.000 0.000 0.155 0.155
106 2021-01-22 False False HD28913 HD28913 67.98408305 -33.87947 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD28913 1000012659 1.14 1.39 7 2021-01-23T03:10:07 2021-01-23T03:20:28 1 2021-01-23T03:10:07 2021-01-23T03:14:07 1 2021-01-23T03:10:07 2021-01-23T03:14:07 0.067 0.000 0.000 0.000 0.000 0.067 0.067
106 2021-01-22 False False HD28913 HD28913 67.98408305 -33.87947 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 300.0 "" HD28913 1000012659 1.14 1.39 7 2021-01-23T03:10:07 2021-01-23T03:20:28 2 2021-01-23T03:14:07 2021-01-23T03:20:28 1 2021-01-23T03:14:28 2021-01-23T03:20:28 0.106 0.000 0.000 0.000 0.000 0.106 0.106
106 2021-01-22 False False HD46792 HD46792 97.76821111 -61.85976 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD46792 1000012659 1.19 1.46 8 2021-01-23T03:20:28 2021-01-23T03:25:36 1 2021-01-23T03:20:28 2021-01-23T03:23:16 1 2021-01-23T03:20:28 2021-01-23T03:23:16 0.047 0.000 0.000 0.000 0.000 0.047 0.047
106 2021-01-22 False False HD46792 HD46792 97.76821111 -61.85976 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 60.0 "" HD46792 1000012659 1.19 1.46 8 2021-01-23T03:20:28 2021-01-23T03:25:36 2 2021-01-23T03:23:16 2021-01-23T03:25:36 1 2021-01-23T03:23:36 2021-01-23T03:25:36 0.039 0.000 0.000 0.000 0.000 0.039 0.039
106 2021-01-22 False False HD46792 HD46792 97.76789194 -61.85823 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD46792 1000012659 1.19 1.52 9 2021-01-23T03:25:36 2021-01-23T03:30:32 1 2021-01-23T03:25:36 2021-01-23T03:28:11 1 2021-01-23T03:25:36 2021-01-23T03:28:11 0.043 0.000 0.000 0.000 0.000 0.043 0.043
106 2021-01-22 False False HD46792 HD46792 97.76789194 -61.85823 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 60.0 "" HD46792 1000012659 1.19 1.52 9 2021-01-23T03:25:36 2021-01-23T03:30:32 2 2021-01-23T03:28:11 2021-01-23T03:30:32 1 2021-01-23T03:28:32 2021-01-23T03:30:32 0.039 0.000 0.000 0.000 0.000 0.039 0.039
106 2021-01-22 False False HD52349 HD52349 105.00684805 -21.78609 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD52349 1000012659 1.01 1.52 10 2021-01-23T03:30:32 2021-01-23T03:44:00 1 2021-01-23T03:30:32 2021-01-23T03:32:40 1 2021-01-23T03:30:32 2021-01-23T03:32:40 0.036 0.000 0.000 0.000 0.000 0.036 0.036
106 2021-01-22 False False HD52349 HD52349 105.00684805 -21.78609 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 600.0 "" HD52349 1000012659 1.01 1.52 10 2021-01-23T03:30:32 2021-01-23T03:44:00 2 2021-01-23T03:32:40 2021-01-23T03:44:00 1 2021-01-23T03:33:00 2021-01-23T03:44:00 0.189 0.000 0.000 0.000 0.000 0.189 0.189
106 2021-01-22 False False HD66235 HD66235 120.13209 -45.31873 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD66235 1000012659 1.05 1.56 11 2021-01-23T03:44:00 2021-01-23T03:49:59 1 2021-01-23T03:44:00 2021-01-23T03:46:38 1 2021-01-23T03:44:00 2021-01-23T03:46:38 0.044 0.000 0.000 0.000 0.000 0.044 0.044
106 2021-01-22 False False HD66235 HD66235 120.13209 -45.31873 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 120.0 "" HD66235 1000012659 1.05 1.56 11 2021-01-23T03:44:00 2021-01-23T03:49:59 2 2021-01-23T03:46:38 2021-01-23T03:49:59 1 2021-01-23T03:46:59 2021-01-23T03:49:59 0.056 0.000 0.000 0.000 0.000 0.056 0.056
106 2021-01-22 False False TYC8155-1212-1 TYC8155-1212-1 131.96623805 -47.67837 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" TYC8155-1212-1 1000012659 1.10 1.71 12 2021-01-23T03:49:59 2021-01-23T04:03:34 1 2021-01-23T03:49:59 2021-01-23T03:52:13 1 2021-01-23T03:49:59 2021-01-23T03:52:13 0.037 0.000 0.000 0.000 0.000 0.037 0.037
106 2021-01-22 False False TYC8155-1212-1 TYC8155-1212-1 131.96623805 -47.67837 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 600.0 "" TYC8155-1212-1 1000012659 1.10 1.71 12 2021-01-23T03:49:59 2021-01-23T04:03:34 2 2021-01-23T03:52:13 2021-01-23T04:03:34 1 2021-01-23T03:52:34 2021-01-23T04:03:34 0.189 0.000 0.000 0.000 0.000 0.189 0.189
106 2021-01-22 False False HD79365 HD79365 138.04557388 -42.57475 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD79365 1000012659 1.09 1.70 13 2021-01-23T04:03:34 2021-01-23T04:18:30 1 2021-01-23T04:03:34 2021-01-23T04:07:09 1 2021-01-23T04:03:34 2021-01-23T04:07:09 0.060 0.000 0.000 0.000 0.000 0.060 0.060
106 2021-01-22 False False HD79365 HD79365 138.04557388 -42.57475 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 600.0 "" HD79365 1000012659 1.09 1.70 13 2021-01-23T04:03:34 2021-01-23T04:18:30 2 2021-01-23T04:07:09 2021-01-23T04:18:30 1 2021-01-23T04:07:30 2021-01-23T04:18:30 0.189 0.000 0.000 0.000 0.000 0.189 0.189
106 2021-01-22 False False HD82110 HD82110 141.98537694 -54.55215 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD82110 1000012659 1.16 1.50 14 2021-01-23T04:18:30 2021-01-23T04:32:24 1 2021-01-23T04:18:30 2021-01-23T04:21:04 1 2021-01-23T04:18:30 2021-01-23T04:21:04 0.043 0.000 0.000 0.000 0.000 0.043 0.043
106 2021-01-22 False False HD82110 HD82110 141.98537694 -54.55215 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 600.0 "" HD82110 1000012659 1.16 1.50 14 2021-01-23T04:18:30 2021-01-23T04:32:24 2 2021-01-23T04:21:04 2021-01-23T04:32:24 1 2021-01-23T04:21:24 2021-01-23T04:32:24 0.189 0.000 0.000 0.000 0.000 0.189 0.189
106 2021-01-22 False False HD84493 HD84493 145.99387305 -51.35034 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD84493 1000012659 1.14 1.41 15 2021-01-23T04:32:24 2021-01-23T04:37:24 1 2021-01-23T04:32:24 2021-01-23T04:34:04 1 2021-01-23T04:32:24 2021-01-23T04:34:04 0.028 0.000 0.000 0.000 0.000 0.028 0.028
106 2021-01-22 False False HD84493 HD84493 145.99387305 -51.35034 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 120.0 "" HD84493 1000012659 1.14 1.41 15 2021-01-23T04:32:24 2021-01-23T04:37:24 2 2021-01-23T04:34:04 2021-01-23T04:37:24 1 2021-01-23T04:34:24 2021-01-23T04:37:24 0.056 0.000 0.000 0.000 0.000 0.056 0.056
106 2021-01-22 False False HD300344 HD300344 149.34387611 -54.92556 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD300344 1000012659 1.17 1.40 16 2021-01-23T04:37:24 2021-01-23T05:05:48 1 2021-01-23T04:37:24 2021-01-23T04:39:28 1 2021-01-23T04:37:24 2021-01-23T04:39:28 0.034 0.000 0.000 0.000 0.000 0.034 0.034
106 2021-01-22 False False HD300344 HD300344 149.34387611 -54.92556 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 1500.0 "" HD300344 1000012659 1.17 1.40 16 2021-01-23T04:37:24 2021-01-23T05:05:48 2 2021-01-23T04:39:28 2021-01-23T05:05:48 1 2021-01-23T04:39:48 2021-01-23T05:05:48 0.439 0.000 0.000 0.000 0.000 0.439 0.439
106 2021-01-22 False False HD91141 HD91141 157.50464111 -54.8458 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD91141 1000012659 1.18 1.53 17 2021-01-23T05:05:48 2021-01-23T05:19:22 1 2021-01-23T05:05:48 2021-01-23T05:08:01 1 2021-01-23T05:05:48 2021-01-23T05:08:01 0.037 0.000 0.000 0.000 0.000 0.037 0.037
106 2021-01-22 False False HD91141 HD91141 157.50464111 -54.8458 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 600.0 "" HD91141 1000012659 1.18 1.53 17 2021-01-23T05:05:48 2021-01-23T05:19:22 2 2021-01-23T05:08:01 2021-01-23T05:19:22 1 2021-01-23T05:08:22 2021-01-23T05:19:22 0.189 0.000 0.000 0.000 0.000 0.189 0.189
106 2021-01-22 False False HD91154 HD91154 157.54587805 -54.01977 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD91154 1000012659 1.16 1.55 18 2021-01-23T05:19:22 2021-01-23T05:32:16 1 2021-01-23T05:19:22 2021-01-23T05:20:55 1 2021-01-23T05:19:22 2021-01-23T05:20:55 0.026 0.000 0.000 0.000 0.000 0.026 0.026
106 2021-01-22 False False HD91154 HD91154 157.54587805 -54.01977 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 600.0 "" HD91154 1000012659 1.16 1.55 18 2021-01-23T05:19:22 2021-01-23T05:32:16 2 2021-01-23T05:20:55 2021-01-23T05:32:16 1 2021-01-23T05:21:16 2021-01-23T05:32:16 0.189 0.000 0.000 0.000 0.000 0.189 0.189
106 2021-01-22 False False HD92741 HD92741 160.278855 -59.9568 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD92741 1000012659 1.22 1.63 19 2021-01-23T05:32:16 2021-01-23T05:37:21 1 2021-01-23T05:32:16 2021-01-23T05:34:01 1 2021-01-23T05:32:16 2021-01-23T05:34:01 0.029 0.000 0.000 0.000 0.000 0.029 0.029
106 2021-01-22 False False HD92741 HD92741 160.278855 -59.9568 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 120.0 "" HD92741 1000012659 1.22 1.63 19 2021-01-23T05:32:16 2021-01-23T05:37:21 2 2021-01-23T05:34:01 2021-01-23T05:37:21 1 2021-01-23T05:34:21 2021-01-23T05:37:21 0.056 0.000 0.000 0.000 0.000 0.056 0.056
106 2021-01-22 False False HD304241 HD304241 170.98753694 -58.37772 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD304241 1000012659 1.24 1.42 20 2021-01-23T05:37:21 2021-01-23T06:05:16 1 2021-01-23T05:37:21 2021-01-23T05:38:56 1 2021-01-23T05:37:21 2021-01-23T05:38:56 0.026 0.022 0.000 0.000 0.000 0.026 0.026
106 2021-01-22 False False HD304241 HD304241 170.98753694 -58.37772 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 1500.0 "" HD304241 1000012659 1.24 1.42 20 2021-01-23T05:37:21 2021-01-23T06:05:16 2 2021-01-23T05:38:56 2021-01-23T06:05:16 1 2021-01-23T05:39:16 2021-01-23T06:05:16 0.439 0.439 0.000 0.000 0.000 0.439 0.439
106 2021-01-22 False False HD104233 HD104233 180.00268611 -63.8024 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD104233 1000012659 1.31 1.60 21 2021-01-23T06:05:16 2021-01-23T06:17:38 1 2021-01-23T06:05:16 2021-01-23T06:06:54 1 2021-01-23T06:05:16 2021-01-23T06:06:54 0.027 0.027 0.000 0.000 0.000 0.027 0.027
106 2021-01-22 False False HD104233 HD104233 180.00268611 -63.8024 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 600.0 "" HD104233 1000012659 1.31 1.60 21 2021-01-23T06:05:16 2021-01-23T06:17:38 2 2021-01-23T06:06:54 2021-01-23T06:17:38 1 2021-01-23T06:07:15 2021-01-23T06:17:38 0.179 0.179 0.000 0.000 0.000 0.179 0.179
106 2021-01-22 False False SKY DESJ0602-4335 90.56661305 -43.59416 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" ACQUISITION IMAGE SKY 1.0 BB#RC/162_ESO844 DESJ0602-4335 1746213 1.45 1.61 22 2021-01-23T06:17:38 2021-01-23T06:20:46 1 2021-01-23T06:17:38 2021-01-23T06:20:46 1 2021-01-23T06:19:46 2021-01-23T06:20:46 0.052 0.052 0.000 0.000 0.000 0.052 0.052
106 2021-01-22 False False SKY DESJ0602-4335 90.56661 -43.59416 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" ACQUISITION IMAGE SKY 1.0 BB#RC/162_ESO844 DESJ0602-4335 1746213 1.46 1.61 23 2021-01-23T06:20:46 2021-01-23T06:50:17 1 2021-01-23T06:20:46 2021-01-23T06:23:23 1 2021-01-23T06:21:32 2021-01-23T06:22:32 0.044 0.044 0.000 0.000 0.000 0.044 0.044
106 2021-01-22 False False DESJ0602-4335 DESJ0602-4335 90.599035 -43.60778 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" SCIENCE IMAGE OBJECT 319.9 BB#RC/162_ESO844 DESJ0602-4335 1746213 1.48 1.43 23 2021-01-23T06:20:46 2021-01-23T06:50:17 2 2021-01-23T06:23:23 2021-01-23T06:50:17 1 2021-01-23T06:23:43 2021-01-23T06:30:02 0.448 0.448 0.000 0.000 0.000 0.448 0.448
106 2021-01-22 False False DESJ0602-4335 DESJ0602-4335 90.60337 -43.60789 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" SCIENCE IMAGE OBJECT 319.9 BB#RC/162_ESO844 DESJ0602-4335 1746213 1.52 1.25 23 2021-01-23T06:20:46 2021-01-23T06:50:17 2 2021-01-23T06:23:23 2021-01-23T06:50:17 2 2021-01-23T06:30:28 2021-01-23T06:36:47 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False DESJ0602-4335 DESJ0602-4335 90.60109888 -43.60633 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" SCIENCE IMAGE OBJECT 319.9 BB#RC/162_ESO844 DESJ0602-4335 1746213 1.56 1.14 23 2021-01-23T06:20:46 2021-01-23T06:50:17 2 2021-01-23T06:23:23 2021-01-23T06:50:17 3 2021-01-23T06:37:16 2021-01-23T06:43:35 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False DESJ0602-4335 DESJ0602-4335 90.60140111 -43.60952 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" SCIENCE IMAGE OBJECT 319.9 BB#RC/162_ESO844 DESJ0602-4335 1746213 1.60 1.07 23 2021-01-23T06:20:46 2021-01-23T06:50:17 2 2021-01-23T06:23:23 2021-01-23T06:50:17 4 2021-01-23T06:43:58 2021-01-23T06:50:17 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False SKY RXJ0911+0551 137.86387694 5.84865 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" ACQUISITION IMAGE SKY 18.0 BB#RC/162_ESO844 RXJ0911+0551 1746213 1.28 1.10 24 2021-01-23T06:50:17 2021-01-23T07:21:16 1 2021-01-23T06:50:17 2021-01-23T06:54:24 1 2021-01-23T06:51:56 2021-01-23T06:53:13 0.069 0.069 0.000 0.000 0.000 0.069 0.069
106 2021-01-22 False False RXJ0911+0551 RXJ0911+0551 137.90043388 5.83505 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" SCIENCE IMAGE OBJECT 319.9 BB#RC/162_ESO844 RXJ0911+0551 1746213 1.29 1.20 24 2021-01-23T06:50:17 2021-01-23T07:21:16 2 2021-01-23T06:54:24 2021-01-23T07:21:16 1 2021-01-23T06:54:43 2021-01-23T07:01:02 0.448 0.448 0.000 0.000 0.000 0.448 0.448
106 2021-01-22 False False RXJ0911+0551 RXJ0911+0551 137.90387388 5.83513 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" SCIENCE IMAGE OBJECT 319.9 BB#RC/162_ESO844 RXJ0911+0551 1746213 1.31 1.31 24 2021-01-23T06:50:17 2021-01-23T07:21:16 2 2021-01-23T06:54:24 2021-01-23T07:21:16 2 2021-01-23T07:01:30 2021-01-23T07:07:49 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False RXJ0911+0551 RXJ0911+0551 137.90185611 5.83694 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" SCIENCE IMAGE OBJECT 319.9 BB#RC/162_ESO844 RXJ0911+0551 1746213 1.32 0.98 24 2021-01-23T06:50:17 2021-01-23T07:21:16 2 2021-01-23T06:54:24 2021-01-23T07:21:16 3 2021-01-23T07:08:16 2021-01-23T07:14:35 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False RXJ0911+0551 RXJ0911+0551 137.90180694 5.83338 ESO-2.2m WFI 0106.A-9005(A) "COURBIN, F" SCIENCE IMAGE OBJECT 319.9 BB#RC/162_ESO844 RXJ0911+0551 1746213 1.34 0.98 24 2021-01-23T06:50:17 2021-01-23T07:21:16 2 2021-01-23T06:54:24 2021-01-23T07:21:16 4 2021-01-23T07:14:57 2021-01-23T07:21:16 0.000 0.000 0.000 0.000 0.000 0.000 0.000
106 2021-01-22 False False HD46792 HD46792 97.76657 -61.86331 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD46792 1000012659 1.66 0.98 25 2021-01-23T07:21:16 2021-01-23T07:25:38 1 2021-01-23T07:21:16 2021-01-23T07:23:17 1 2021-01-23T07:21:16 2021-01-23T07:23:17 0.034 0.034 0.000 0.000 0.000 0.034 0.034
106 2021-01-22 False False HD46792 HD46792 97.76657 -61.86331 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 60.0 "" HD46792 1000012659 1.66 0.98 25 2021-01-23T07:21:16 2021-01-23T07:25:38 2 2021-01-23T07:23:17 2021-01-23T07:25:38 1 2021-01-23T07:23:38 2021-01-23T07:25:38 0.039 0.039 0.000 0.000 0.000 0.039 0.039
106 2021-01-22 False False HD52349 HD52349 105.00428194 -21.78868 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD52349 1000012659 1.72 1.00 26 2021-01-23T07:25:38 2021-01-23T07:39:56 1 2021-01-23T07:25:38 2021-01-23T07:28:35 1 2021-01-23T07:25:38 2021-01-23T07:28:35 0.049 0.049 0.000 0.000 0.000 0.049 0.049
106 2021-01-22 False False HD52349 HD52349 105.00428194 -21.78868 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" SCIENCE ECHELLE OBJECT,WAVE 600.0 "" HD52349 1000012659 1.72 1.00 26 2021-01-23T07:25:38 2021-01-23T07:39:56 2 2021-01-23T07:28:35 2021-01-23T07:39:56 1 2021-01-23T07:28:56 2021-01-23T07:39:56 0.189 0.189 0.000 0.000 0.000 0.189 0.189
106 2021-01-22 False False HD66235 HD66235 120.128825 -45.32069 ESO-2.2m FEROS 0106.A-9006(A) "AERTS, C" ACQUISITION NONE NONE 0.0 "" HD66235 1000012659 1.32 1.01 27 2021-01-23T07:39:56 2021-01-23T07:45:34 1 2021-01-23T07:39:56 2021-01-23T07:42:13 1 2021-01-23T07:39:56 2021-01-23T07:42:13 0.038 0.038 0.000 0.000 0.000 0.038 0.038
